change,address,typeofobj,location,price,date
—,Tulegatan 78,Lägenhet, Centrala,3950000,2022-02-08
48.3,Hemmeneköp,Gård, Hörby,2225000,2022-02-08
16.8,Upplandsgatan 45,Lägenhet, Vasastan Odenplan,8000000,2022-02-08
20.3,Daggstigen 24,Villa, Morö Backe,4750000,2022-02-08
-0,Knotavägen 43,Lägenhet, Bjurhovda,450000,2022-02-08
8.2,Gulli Petrinis väg 20A,Lägenhet, Växjö Vikaholm,3300000,2022-02-08
20.5,Fölvägen 27,Villa, Vattmyra,8180000,2022-02-08
-0,Lomvägen 653,Lägenhet, Kärrdal,1595000,2022-02-08
3.6,Bergsringen 1,Kedjehus, Västra Jakobsberg,6100000,2022-02-08
-0,Amiralsgatan 27,Lägenhet, Sankt Knut,3600000,2022-02-08
-3.4,Albert Tengers väg 39A,Lägenhet, Marieborg,575000,2022-02-08
14.9,Kungsholmsgatan 52,Lägenhet, Kungsholmen,3900000,2022-02-08
-0,Porfyrvägen 12,Lägenhet, Kolla Parkstad,2195000,2022-02-08
18.3,Lönngatan 44F,Lägenhet, Lönngården,1650000,2022-02-08
10.8,Kungsörnsgatan 6,Lägenhet, Söderkulla,2100000,2022-02-08
41.2,Solrosgatan 8,Parhus, Kvarnarp,1200000,2022-02-08
—,Vallagränd 49,Lägenhet, Handen,3000000,2022-02-08
21.6,Bondegatan 72A,Lägenhet, Sofia,11550000,2022-02-08
21.4,Karlslundsvägen 35,Kedjehus, Norrviken,6550000,2022-02-08
40.6,Björngårdsgatan 9B,Lägenhet, Mariatorget,7025000,2022-02-08
9.8,Växlarevägen 85,Radhus, Råstahem,6800000,2022-02-08
36.2,Läckövägen 14,Lägenhet, Hammarbyhöjden,3200000,2022-02-08
-0,Vintervägen 3B,Lägenhet, Växjö Centrum,1550000,2022-02-08
2.3,Fyrspannsvägen 52,Lägenhet, Jarlaberg,2650000,2022-02-08
11.8,Storgatan 63A,Lägenhet, Centrum,950000,2022-02-08
-0,Holmbacken 3,Lägenhet, Billdal,3750000,2022-02-08
1.5,Skeviksstrandsvägen 27,Fritidshus, Skeviksstrand,7100000,2022-02-08
23.9,Edagränd 8,Lägenhet, Farsta,3340000,2022-02-08
—,Hägerneholmsvägen 6A,Lägenhet, Hägerneholm,1550000,2022-02-08
9.1,Solvargsstigen 7,Villa, Spånga,8700000,2022-02-08
-9.8,Nissebovägen 35,Villa, Asmundtorp,2700000,2022-02-08
11.3,Klippvägen 7B,Lägenhet, Älvängen,3000000,2022-02-08
-6,Kärrets väg 3A,Lägenhet, Arvidstorp,1500000,2022-02-08
25.6,Sälje 119,Villa, Dala-Floda,2380000,2022-02-08
-0,Sparregatan 27,Villa, Limmared,1695000,2022-02-08
30,Stora Trädgårdsgatan 2B,Lägenhet, Marieborg,975000,2022-02-08
-0,Vasagatan 49,Lägenhet, Blåsbo,2200000,2022-02-08
1,Södergatan 14,Lägenhet, Märsta,1970000,2022-02-08
-1.8,Vasavägen 55A,Lägenhet, Söder,540000,2022-02-08
6,Vipeholms Allé 54,Lägenhet, Vipeholmsparken,2750000,2022-02-08
-6,Brölvägen 5,Villa, Karups Nygård,1500000,2022-02-08
21.6,Midsommarvägen 25,Lägenhet, Midsommarkransen,3400000,2022-02-08
3.1,Bygatan 15,Villa, Östra Vemmerlöv,2010000,2022-02-08
5.4,Mörkegatan 3C,Lägenhet, Centrum,1840000,2022-02-08
1.8,Anslagsvägen 1,Villa, Norra Fäladen,5600000,2022-02-08
0.7,Skyttegatan 21,Villa, Emmaboda,700000,2022-02-08
-0,Näsfjället 6,Villa, Sörsjön,950000,2022-02-08
7,Smultronstigen 26,Kedjehus, Norra Skogen,1600000,2022-02-08
12.1,Bandholtzgatan 27A,Lägenhet, Söder,3700000,2022-02-08
-5.7,Norrbäcksgatan 17,Lägenhet, Kroksbäck,1650000,2022-02-08
20.9,Uppfartsvägen 13,Lägenhet, Råsunda,3620000,2022-02-08
2.7,Gibraltargatan 104,Lägenhet, Johanneberg,3850000,2022-02-08
31.5,Mats Ålännings gata 13,Villa, Torshälla,3615000,2022-02-08
21.4,Morkullevägen 18,Lägenhet, Tanumshede,965000,2022-02-08
1.7,Flygfältsvägen 19,Lägenhet, Barkarbystaden,2335000,2022-02-08
-4.4,Kalkstensvägen 11,Lägenhet, Limhamn,4200000,2022-02-08
18,Slussgatan 12L,Lägenhet, Slussen,2825000,2022-02-08
2.2,Landåvägen 1,Tomt/Mark, Herrskogen,4800000,2022-02-08
13.3,Karin Larssons väg 17,Radhus, Sköndal,8100000,2022-02-08
-0,Ringvägen 13,Lägenhet, Risbron,80000,2022-02-08
-23.2,Tussmötevägen 222,Villa, Enskede,9600000,2022-02-08
14.7,Norrtullsgatan 32,Lägenhet, Vasastan,3385000,2022-02-08
2.5,Viktoriagatan 8A,Lägenhet, Centrum,405000,2022-02-08
3.8,Värmdöviks Dalgång 5,Villa, Skeppsdalström,8300000,2022-02-08
18.7,Vintergatan 2E,Lägenhet, Centrum,2250000,2022-02-08
2.2,Ovansjö 110,Villa, Ånge,2550000,2022-02-08
-6.8,Ryttargången 36,Lägenhet, Centralt,1300000,2022-02-08
7.5,Kiviksgatan 4A,Lägenhet, Östra Sorgenfri,1500000,2022-02-08
-10.5,Videstigen 2,Villa, Hallsberg,2550000,2022-02-08
-0,Östra Genastorp 3531,Villa, Osby,1175000,2022-02-08
9.4,Metallgatan 29,Villa, Surahammar,2900000,2022-02-08
34,Planvägen 17,Villa, Sollefteå,670000,2022-02-08
—,Sigfridsvägen 7,Lägenhet, Aspudden,9250000,2022-02-08
—,Kamomillvägen 51,Parhus, Hildedal,5200000,2022-02-08
12.1,Kronobergsgatan 24,Lägenhet, Kungsholmen,4925000,2022-02-08
5.8,Akvarievägen 37,Radhus, Tyresö Centrum,5600000,2022-02-08
11.3,Hjällsnäsvägen 23,Lägenhet, Gråbo,1775000,2022-02-08
19.6,Djupedalsgatan 24B,Lägenhet, Centrala,1310000,2022-02-08
13.7,Dalagatan 40A,Lägenhet, Vasastan,6250000,2022-02-08
25.7,Sveavägen 89,Lägenhet, Vasastan,10500000,2022-02-08
20.6,Ingelsbo Rånen 1,Fritidshus, Tryserum,965000,2022-02-08
11.4,Parkgatan 11,Villa, Kvänum,1220000,2022-02-08
-0,Torpgatan 4,Lägenhet, Triangeln,3195000,2022-02-08
-0,Skogalundsvägen 4,Villa, Brickeberg,5695000,2022-02-08
4.8,Enviksvägen 7,Villa, Höllviken,6235000,2022-02-08
18,Skogsvägen 34,Villa, Gamla Enskede,15900000,2022-02-08
2.5,Råggärds Stom 22,Gård, Färgelanda,2050000,2022-02-08
8.9,Månskensgatan 10,Villa, ödåkra,4350000,2022-02-08
2.1,Blåmesvägen 14,Kedjehus, Utmeland,2425000,2022-02-08
19.5,Hackspettsvägen 1,Villa, Ulvhäll,5200000,2022-02-08
-5,Atletgatan 13,Villa, Öjebyn,1900000,2022-02-08
-0,Lagmansgatan 26,Lägenhet, Långö,695000,2022-02-08
4.1,Bondmoragatan 7,Villa, Eds Allé,6030000,2022-02-08
6.7,Stampersvägen 22,Villa, Stampers,3200000,2022-02-08
-0,Källtorpsvägen 11,Lägenhet, Kallhäll,2250000,2022-02-08
19.6,Karl Dahlins väg 26C,Lägenhet, Hentorp,1310000,2022-02-08
22.6,Hagebygatan 71,Lägenhet, Ljura,2200000,2022-02-08
-0,Birgittagatan 1A,Lägenhet, Lundby,875000,2022-02-08
13.5,Finalgatan 3,Lägenhet, Arenaparken,3400000,2022-02-08
-23.5,Höje Länsmansgården,Gård, Höje,650000,2022-02-08
-0,Sandhamnsgatan 30,Lägenhet, Gärdet,5095000,2022-02-08
—,Nynäsvägen 349,Lägenhet, Enskededalen,3000000,2022-02-08
1.7,Prästgårdsvägen 27,Villa, Söderåkra,1520000,2022-02-08
-0,Armégatan 11B,Lägenhet, Västra Skogen,2895000,2022-02-08
-0,Husmansgatan 8B,Lägenhet, Glasberga Sjöstad,1650000,2022-02-08
-0,Nabbavägen 15,Villa, Falkvik,1790000,2022-02-08
-2,Fågelbovägen 23A,Lägenhet, Östra Villastaden,975000,2022-02-08
-0,Torgny Segerstedts Allé 32,Lägenhet, Rosendal,1895000,2022-02-08
0.3,Midvintergatan 11,Villa, Taveliden,7015000,2022-02-08
26.4,Lövgatan 55,Lägenhet, Råsunda,3660000,2022-02-08
—,Erikshultsvägen 15,Kedjehus, Adolfsberg,4350000,2022-02-08
13.8,Skånegatan 81,Lägenhet, Södermalm,5000000,2022-02-08
-7.5,Slutvägen 10,Villa, Matfors,1850000,2022-02-08
-2.5,Apollovägen 47,Villa, Högadal,2140000,2022-02-08
-0,Kung Kristians väg 3C,Lägenhet, Trelleborg,1600000,2022-02-08
—,Tage Erlandergatan 7,Lägenhet, Haga,2200000,2022-02-08
0.6,Ekollonstigen 17,Radhus, Ritorp,3875000,2022-02-08
—,Sjöviksbacken 5,Lägenhet, Liljeholmskajen,8600000,2022-02-08
18.3,Oxelvägen 8,Villa, Vrigstad,2750000,2022-02-08
12.4,Mariehov Björkliden 1,Villa, Söderköping,2670000,2022-02-08
22.6,Gösta Berlings väg 4,Lägenhet, Karlskoga,650000,2022-02-08
17.3,Verkstadsgatan 11,Lägenhet, Södermalm,4100000,2022-02-08
—,Långholmsgatan 13,Lägenhet, Högalid,4000000,2022-02-08
11.7,Bävergatan 7,Villa, Långedrag,10000000,2022-02-08
29.9,Sikvägen 45,Lägenhet, Bollmora,3500000,2022-02-08
28.5,Myltahusvägen 19,Villa, Vallåkra,3850000,2022-02-08
8.6,Drevkroken 66A,Villa, Spånga - Solhem,10400000,2022-02-08
6.3,Holbergsgatan 65,Lägenhet, Bromma Blackeberg,3400000,2022-02-08
3,Kanngjutargränd 50,Lägenhet, Vällingby Grimsta,3450000,2022-02-08
6.9,Västra Eklanda Höjd 73,Radhus, Eklanda,7150000,2022-02-08
-0,Prästhagsvägen 11,Lägenhet, Kungsängen,995000,2022-02-08
-6.1,Woodlands Country Club 25,Fritidshus, Eket,3100000,2022-02-08
20.4,Stabbegatan 87B,Lägenhet, Björkekärr,3600000,2022-02-08
-0,Eriksgränd 9,Lägenhet, Jakobsberg,2645000,2022-02-08
-0,Eriksgränd 9,Lägenhet, Jakobsberg,1295000,2022-02-08
8.3,Norra Agnegatan 36,Lägenhet, Kungsholmen Rådhuset,4760000,2022-02-08
-6.7,Norra Klampevägen 35,Villa, Bosnäs,2700000,2022-02-08
6.5,Dösevägen 39,Fritidshus, Hjälteby,2550000,2022-02-08
-3,Hembygdsvägen 8,Villa, Mörrum,2400000,2022-02-08
-0,Fyrisvallsgatan 12A,Lägenhet, Librobäck,1645000,2022-02-08
9,Furuvägen 76,Villa, Gribbylund,9540000,2022-02-08
22.1,Stapelgatan 5,Lägenhet, Hammarby Sjöstad,7320000,2022-02-08
12.7,Britas gränd 81,Lägenhet, Fullersta,2700000,2022-02-08
10.7,Nybohovsbacken 87,Lägenhet, Liljeholmen,4200000,2022-02-08
-0,Karlskogagatan 12,Lägenhet, Farsta,2250000,2022-02-08
0.2,Kvarngärdesgatan 6C,Lägenhet, Örgryte Bö,4190000,2022-02-08
14.2,Norses gränd 4,Radhus, Nya Ulriksdal,9075000,2022-02-08
-0,Götgatan 14A,Lägenhet, Främre Luthagen,1795000,2022-02-08
—,Portalgatan 76,Lägenhet, Kapellgärdet,3700000,2022-02-08
-6.7,Björstorp 9,Villa, Hova,700000,2022-02-08
24.6,Vreta Gårdsväg 6,Villa, Frihamra,4050000,2022-02-08
2,Stallbacken 4,Villa, Tumba,5300000,2022-02-08
-5.7,Liljeborgsgatan 12B,Lägenhet, Trelleborg,990000,2022-02-08
3.1,Kronborgsvägen 20D,Lägenhet, Pildammarna,1850000,2022-02-08
3.7,Husbyvägen 5A,Villa, Husby Byn,3630000,2022-02-08
-2,Pilvägen 5A,Villa, Älta,9500000,2022-02-08
1.9,Kristinelundsvägen 24,Villa, Kragstalund,8350000,2022-02-08
32.2,Hjortvägen 10,Villa, Karups Nygård,2380000,2022-02-08
-0.9,Utsiktsvägen 3A,Villa, Näsby Park,28250000,2022-02-08
-6.7,Östra Storgatan 32A,Lägenhet, Ludvika Marnäs,350000,2022-02-08
5.5,Körsbärsstigen 23,Kedjehus, Ösbygrind,6850000,2022-02-08
9.1,Gitarrgatan 3,Lägenhet, Ruddalen,2395000,2022-02-08
-0,Vreta Ängsväg 23,Villa, Vreta,2395000,2022-02-08
—,Östgötagatan 68,Lägenhet, Södermalm,5300000,2022-02-08
8.4,Beckomberga Allé 15,Lägenhet, Bromma,6500000,2022-02-08
10.9,Rådmansgatan 10B,Lägenhet, Centrum,3550000,2022-02-08
-7.9,Vasagatan 20,Villa, Amerika/Nylund,3200000,2022-02-08
—,Lundbyringen 12A,Villa, Gälstad-Lundby,4450000,2022-02-08
22.6,Högbergsgatan 81B,Lägenhet, Södermalm,3550000,2022-02-08
-5.6,Sveavägen 121A,Lägenhet, Vasastan,6795000,2022-02-08
-0,Tobo 10,Villa, Härad,2550000,2022-02-08
-1.4,Borgarfjordsgatan 21A,Lägenhet, Kista,3500000,2022-02-08
-6.9,Blåbärsstigen 36,Villa, Svartudden,2700000,2022-02-08
18.1,Fackelrosvägen 3,Villa, Hofteup,4600000,2022-02-08
3.2,Saxgatan 11,Villa, Ursviken,3400000,2022-02-08
—,Skonertvägen 9A,Lägenhet, Gröndal,3255100,2022-02-08
30.7,Terapivägen 14C,Lägenhet, Flemingsberg,1300000,2022-02-08
-2.6,Stenkilsvägen 2,Lägenhet, Brevik,2825000,2022-02-08
30.8,Bävervägen 46,Lägenhet, Bromma,4120000,2022-02-08
26.6,Kryddgårdsgatan 21,Villa, Hulta,3400000,2022-02-08
24.7,Hammarberg 895,Villa, Kode,3360000,2022-02-08
0.1,Storgatan 43J,Lägenhet, Davidshall,5000000,2022-02-08
-0,Sockenvägen 365,Lägenhet, Gamla Enskede,2695000,2022-02-08
13.8,Ekholmsvägen 255,Lägenhet, Skärholmen,2150000,2022-02-08
6.1,Narviksgatan 11,Lägenhet, Husby,1900000,2022-02-08
-0,Lervik 426,Tomt/Mark, Lervik,595000,2022-02-08
-0,Ångaren Indias gata 5,Lägenhet, Sannegårdshamnen,2200000,2022-02-08
4.1,Rustmästaregatan 17,Lägenhet, Kviberg,3800000,2022-02-08
7.2,Morby Lövsund 238A,Villa, Morby Lövsund,3700000,2022-02-08
13.3,Pepparvägen 49,Lägenhet, Hökarängen,2260000,2022-02-08
15.1,Västergatan 2C,Lägenhet, Centrum,4000000,2022-02-08
13.6,Möllevångsgatan 30A,Lägenhet, Triangeln,1250000,2022-02-08
30.7,Gyesjögatan 7,Lägenhet, Lyckeberg,1300000,2022-02-08
-0,Kronetorpsgatan 44A,Lägenhet, Segevång,1145000,2022-02-08
4.4,Krokusvägen 2,Villa, Sörby,2600000,2022-02-08
11.9,Ångaren Indias gata 11,Lägenhet, Sannegårdshamnen,5590000,2022-02-08
24.6,Rottnerosbacken 173,Radhus, Farsta,8350000,2022-02-08
—,Brunkullavägen 3,Tomt/Mark, Berg,1800000,2022-02-08
—,Yxvägen 7,Villa, Arjeplog,745000,2022-02-08
—,Bjurön 2:31,Hus, Skellefteå,161000,2022-02-08
—,Stubboda 75A,Tomt/Mark, Norrtälje,1300000,2022-02-08
—,Skolvägen 12,Villa, Robertsfors,220000,2022-02-08
—,Hoberg Nävshulan 1B,Tomt/Mark, Vårgårda,441000,2022-02-08
—,Storvik 30,Gård, Skellefteå,1000000,2022-02-08
—,Furulundsvägen 3,Tomt/Mark, Mark,170000,2022-02-08
—,Hartung 2:50,Tomt/Mark, Sundsvall,1100000,2022-02-08
—,Hagalundsvägen 17,Villa, Härryda,2875000,2022-02-08
—,Rattgatan 13,Kedjehus, Vänersborg,1800000,2022-02-08
—,Norra Hansegatan 8,Villa, Gotland,4600000,2022-02-08
—,Junibacken 12,Villa, Härryda,3400000,2022-02-08
—,Michael Löfmans gata 3,Villa, Helsingborg,11500000,2022-02-08
—,Ylinenjärvi 42,Villa, Övertorneå,420000,2022-02-08
—,Aberga Byväg 22,Villa, Västerås,4800000,2022-02-08
—,Skidvägen 19,Radhus, Härryda,3300000,2022-02-08
—,Tors väg 19,Tomt/Mark, Laholm,1495000,2022-02-08
—,Askers-Sand 1:2,Gård, Örebro,700000,2022-02-08
—,Havsskogen Bodslättsvägen 21,Tomt/Mark, Norrtälje,570000,2022-02-08
—,Nedre Knalla Lilla Rödingstorp 412,Villa, Askersund,300000,2022-02-08
—,Cordvägen 14,Kedjehus, Karlstad,550000,2022-02-08
—,Döbeliusvägen 5A,Villa, Helsingborg,8600000,2022-02-08
—,Södra Rörum 4297,Tomt/Mark, Hörby,168000,2022-02-08
—,Forsby 9:11,Tomt/Mark, Gävle,750000,2022-02-08
—,Karbingatan 24,Villa, Klippan,2000000,2022-02-08
—,Ringvägen 5,Tomt/Mark, Osby,725000,2022-02-08
—,Yttervägen 74,Villa, Skellefteå,400000,2022-02-08
—,Heden 2:5,Tomt/Mark, Älvdalen,320000,2022-02-08
—,Sandeslättskroken 106,Radhus, Lärjedalen,2700000,2022-02-08
—,Gårdsmyrvägen 112,Gård, Piteå,4200000,2022-02-08
—,Kuggmarsvägen 10A,Villa, Värmdö,12750000,2022-02-08
—,Högloftsvägen 21,Villa, Södertälje,4910000,2022-02-08
—,Kyna 574,Tomt/Mark, Borlänge,900000,2022-02-08
—,Maursele 12,Tomt/Mark, Norsjö,150000,2022-02-08
—,Kullevägen 7,Tomt/Mark, Vårgårda,344000,2022-02-08
—,Genomfartsvägen 36,Villa, Vara,900000,2022-02-08
—,Verum 4199B,Villa, Hässleholm,900000,2022-02-08
—,Idre 80:433,Tomt/Mark, Älvdalen,2196000,2022-02-08
—,Dottebol 1:36,Tomt/Mark, Säffle,295000,2022-02-08
—,Enevägen 15,Tomt/Mark, Lysekil,140000,2022-02-08
—,Hultavägen 57B,Hus, Lärjedalen,4600000,2022-02-08
—,Klädesvägen 42,Lägenhet, Bromma,2900000,2022-02-07
—,Danderydsgatan 32,Lägenhet, Östermalm,8400000,2022-02-07
—,Dybecksvägen 64,Villa, Bromma,8500000,2022-02-07
—,Sandhamnsgatan 83,Lägenhet, Gärdet,10200000,2022-02-07
-0,"Sjöbod G1, Killingsholmen 9",Fritidshus, Västra Göteborg,745000,2022-02-07
—,Virkesvägen 9,Lägenhet, Hammarby Sjöstad,3780000,2022-02-07
—,Heleneborgsgatan 8A,Lägenhet, Södermalm,6525000,2022-02-07
—,Vreta Backe 26,Lägenhet, Botkyrka,2400000,2022-02-07
—,Tellusborgsvägen 92,Lägenhet, Midsommarkransen,3000000,2022-02-07
4.3,Kummelgatan 54C,Villa, Ramlösa,4900000,2022-02-07
-0,Råsundavägen 45,Lägenhet, Råsunda,2735000,2022-02-07
5.5,Friggs gränd 6,Lägenhet, Hyllie,2950000,2022-02-07
-0,Krokdalsvägen 50,Radhus, Bollebygd,3435000,2022-02-07
10.5,Grindtorps Skolgränd 40,Lägenhet, Täby Centrum,3200000,2022-02-07
—,Penselgatan 20,Lägenhet, Hisingen,4250000,2022-02-07
-0,Pilvägen 68,Lägenhet, Helenelund,2450000,2022-02-07
—,Anders Personsgatan 11,Lägenhet, Centrum,3400000,2022-02-07
5.9,Regementsgatan 25C,Lägenhet, Ribersborg,4550000,2022-02-07
4.5,Madängsgatan 4B,Lägenhet, Brämaregården,1875000,2022-02-07
11.1,Ekdungevägen 6,Villa, Skuru,15000000,2022-02-07
35.1,Kungsgatan 51,Lägenhet, Norrmalm,13500000,2022-02-07
32.5,Gumshornsgatan 12,Lägenhet, Östermalm,5100000,2022-02-07
10.3,Ekeby Skogsväg 10,Villa, Djursholm,22000000,2022-02-07
12.8,Kungsholmsgatan 20A,Lägenhet, Kungsholmen,7050000,2022-02-07
10.2,Vulcanusvägen 20C,Radhus, Bergvreten,3300000,2022-02-07
15.8,Grev Magnigatan 19A,Lägenhet, Östermalm,6250000,2022-02-07
25.7,Råstensgatan 4,Lägenhet, Centrum,5275000,2022-02-07
—,Kapellgatan 23,Lägenhet, Väster,3075000,2022-02-07
7.3,Evenemangsgatan 40,Lägenhet, Arenastaden,4500000,2022-02-07
33.6,Lostigen 6,Lägenhet, Bergshamra,4000000,2022-02-07
20.3,Örsvärnavägen 29,Fritidshus, Roslagsbro,2400000,2022-02-07
33.6,Metargatan 9,Lägenhet, Södermalm,4000000,2022-02-07
12.1,Östra Malmgatan 27,Lägenhet, Östermalm,1900000,2022-02-07
6.2,Galoppvägen 14,Lägenhet, Järva Krog,2650000,2022-02-07
—,Tallbacksvägen 3,Lägenhet, Bromma,2250000,2022-02-07
11.1,Ljungvägen 92,Lägenhet, Kaggetorp Trollhättan,1550000,2022-02-07
15.3,Asteroidvägen 12C,Radhus, Solbacka,2300000,2022-02-07
-0,Brf Stadsgården,Lägenhet, Centrum,3100000,2022-02-07
11.4,Birger Jarlsgatan 99B,Lägenhet, Vasastan,11700000,2022-02-07
27.8,Ekebergabacken 2B,Lägenhet, Sköndal,2550000,2022-02-07
—,Bellmansgatan 32,Lägenhet, Södermalm,13000000,2022-02-07
-0,Ola Hanssonsgatan 4,Lägenhet, Kungsholmen,3650000,2022-02-07
—,Herrhagsgatan 2,Lägenhet, Herrhagen,1350000,2022-02-07
9.8,Garagevägen 26,Lägenhet, Blåsut,3290000,2022-02-07
24.3,Mariehemsvägen 31H,Lägenhet, Mariehem,2480000,2022-02-07
—,Åkerbyvägen 98,Lägenhet, Täby Centrum,2800000,2022-02-07
6,Dora Lindgrens väg 77,Villa, Lilla Källviken,7200000,2022-02-07
38.3,Invernessvägen 12,Lägenhet, Inverness,3450000,2022-02-07
—,Murargatan 33,Lägenhet, Salabacke,2300000,2022-02-07
-0,Kadettgatan 60A,Lägenhet, Västra Berga,1545000,2022-02-07
—,Fagningsgatan 8,Lägenhet, Norra Djurgårdsstaden,5400000,2022-02-07
16.9,Råstensgatan 14,Lägenhet, Centrum,3500000,2022-02-07
24,Karlstorp 209,Villa, Mariefred,3100000,2022-02-07
13.4,Kungsholms Strand 169,Lägenhet, Kungsholmen,6800000,2022-02-07
14.9,Södra Storängsvägen 54A,Lägenhet, Hårstorp,1350000,2022-02-07
6.8,Tessins väg 19B,Lägenhet, Ribersborg,6400000,2022-02-07
25.2,Norrbågen 35C,Lägenhet, Sätra,1365000,2022-02-07
41.4,Viken 642,Fritidshus, Offerdal,700000,2022-02-07
25.2,Fleminggatan 83,Lägenhet, Fridhemsplan,3750000,2022-02-07
3,Augustendalsvägen 35,Lägenhet, Nacka Strand,8750000,2022-02-07
10.1,Opalvägen 14,Villa, Teleborg,4400000,2022-02-07
15.3,Tessins väg 14,Lägenhet, Ribersborg,3800000,2022-02-07
—,Glöstorpsvägen 16N,Lägenhet, Tuve,3800000,2022-02-07
14.6,Regementsgatan 66B,Lägenhet, Slottsstaden,5150000,2022-02-07
7.4,Regementsgatan 56C,Lägenhet, Slottsstaden,4400000,2022-02-07
23,Bågskyttegatan 1B,Lägenhet, Jungfruplatsen,2700000,2022-02-07
42.1,Augustendalsvägen 25,Lägenhet, Nacka Strand,7100000,2022-02-07
15.3,Österled 8A,Lägenhet, Arboga,340000,2022-02-07
5.3,Saras väg 21A,Lägenhet, Färjestaden,1990000,2022-02-07
21.3,Karl Johansgatan 114A,Lägenhet, Kungsladugård,4550000,2022-02-07
30.8,Hantverkargatan 85,Lägenhet, Kungsholmen,8500000,2022-02-07
2.2,Sveavägen 135,Lägenhet, Vasastan,4800000,2022-02-07
4.6,Odins väg 16,Lägenhet, Nynäshamn,1250000,2022-02-07
23.7,Magla 2,Villa, Gillberga,4050000,2022-02-07
17.2,Rålambsvägen 16A,Lägenhet, Kungsholmen,5450000,2022-02-07
—,Kransen 2B,Lägenhet, Strömmensberg,3100000,2022-02-07
32.3,Kronobergsgatan 26,Lägenhet, Kungsholmen,6875000,2022-02-07
21.2,Vikingagatan 14C,Lägenhet, Vasastan,6660000,2022-02-07
2,Vintergatan 2C,Lägenhet, Centrum,4075000,2022-02-07
-0,Hovsgatan 11B,Lägenhet, Härnön,195000,2022-02-07
36.7,Malmövägen 1A,Lägenhet, Tyringe,190000,2022-02-07
28.8,Doktor Widerströms gata 22,Lägenhet, Fruängen,3800000,2022-02-07
23,Midsommarvägen 60,Lägenhet, Midsommarkransen,7375000,2022-02-07
17.1,Pontonjärgatan 45,Lägenhet, Kungsholmen,7550000,2022-02-07
22.9,Fridhemsgatan 41,Lägenhet, Kungsholmen,5525000,2022-02-07
19,Spånehusvägen 46A,Lägenhet, Sankt Knut,2970000,2022-02-07
0.5,Planteringsvägen 48E,Lägenhet, Villan,1100000,2022-02-07
68.4,Sannagatan 7C,Lägenhet, Fjugesta,800000,2022-02-07
10.2,Murkelvägen 12A,Parhus, Beddingestrand,3300000,2022-02-07
11.5,Lagermansgatan 7,Lägenhet, Väster Centrum,2900000,2022-02-07
25,Mellangatan 25C,Lägenhet, Visby,2500000,2022-02-07
-0,Örnstigen 19,Lägenhet, Näsbypark,2550000,2022-02-07
57.9,Vårkumla Hagaborg,Villa, Vårkumla,750000,2022-02-07
8.7,Babordsgången 4A,Radhus, Edvinshem,3800000,2022-02-07
14.4,Skridskovägen 9E,Lägenhet, Hägersten,7725000,2022-02-07
18.7,Lundagatan 6B,Lägenhet, Huvudsta,4150000,2022-02-07
-0,Teleskopgatan 14,Lägenhet, Bergsjön,1500000,2022-02-07
23.5,Horsvallsvägen 15,Villa, Norrtälje,3700000,2022-02-07
-0,Borgarfjordsgatan 21B,Lägenhet, Kista Centrum,2495000,2022-02-07
42.5,Lindsängsvägen 36,Villa, Skutskär,3100000,2022-02-07
—,"Uppnäs, Tomt 4",Tomt/Mark, Norrtälje,825000,2022-02-07
—,"Uppnäs, Tomt 3",Tomt/Mark, Norrtälje,825000,2022-02-07
4.7,Miklagårdsvägen 38,Parhus, Jursta,3450000,2022-02-07
36.5,Torbjörn Klockares gata 14,Lägenhet, Röda,7500000,2022-02-07
-1.4,Sörbygatan 71H,Lägenhet, Söder,1080000,2022-02-07
29.9,Bårdgränd 11,Lägenhet, Bromma,2175000,2022-02-07
26.4,Klubbacken 32,Lägenhet, Hägersten,3475000,2022-02-07
5.8,Sorögatan 1,Lägenhet, Kista,1900000,2022-02-07
-0,Malmögatan 4B,Lägenhet, Eneborg,975000,2022-02-07
22.3,Nämndemansgården 13C,Lägenhet, Staffanstorp,1950000,2022-02-07
22.9,Sockengatan 36C,Lägenhet, Rosengården,1100000,2022-02-07
4.8,Vättarnas väg 22F,Lägenhet, Älvängen,2300000,2022-02-07
3.8,Mölndalsvägen 87B,Lägenhet, Johanneberg,2440000,2022-02-07
13.8,Skandiavägen 1A,Lägenhet, Bohusgården,825000,2022-02-07
21,Burströmsvägen 76,Lägenhet, Burströmska,1325000,2022-02-07
12.1,Bäckebolsängen 11,Lägenhet, Hisings Backa,1850000,2022-02-07
42,Furuvägen 29,Villa, Munksund,2400000,2022-02-07
8.1,Vetegatan 9,Villa, Lundellområdet,4320000,2022-02-07
8.2,Kostergränd 5A,Lägenhet, Västra Hamnen,2050000,2022-02-07
31,Voxnegränd 12,Lägenhet, Bagarmossen,2220000,2022-02-07
1.7,Åkervägen 4C,Lägenhet, Rosersberg,1475000,2022-02-07
34.8,Sjösavägen 8,Lägenhet, Bandhagen,4710000,2022-02-07
14.3,Skravelsjövägen 22B,Parhus, Röbäck,5700000,2022-02-07
2.9,Ringstedsgatan 6,Lägenhet, Kista,1950000,2022-02-07
30.2,Finn Malmgrens väg 94,Lägenhet, Hammarbyhöjden,3900000,2022-02-07
43.2,Sjöskogen 114,Villa, Västerlisa,3000000,2022-02-07
25.9,Ankargatan 11A,Lägenhet, Hudiksvall-Södra,875000,2022-02-07
